"id","date","time","weightkg","weightpounds","fat","bmi","ismanualreport","logid"
1503960366,"5/2/2016","11:59:59",52.5999984741211,115.963146545323,22,22.6499996185303,TRUE,1462233599000
4319703577,"4/17/2016","11:59:59",72.4000015258789,159.614681185927,25,27.4500007629395,TRUE,1460937599000
